station_a,station_b,distance_km
Schaerbeek-A.T./D._Schaarbeek-T.W./D.,Schaerbeek-Groupe_R_Schaarbeek-Groep_R,0.947117763658255
Schaerbeek-Faisceau_P_Schaarbeek-Bundel_P,Schaerbeek-Groupe_R_Schaarbeek-Groep_R,1.253583642930598
Schaerbeek-Faisceau_V_Schaarbeek-Bundel_V,Schaerbeek-Gril_G_Schaarbeek-Rooster_G,0.7279431086162893
Schaerbeek-Gril_G_Schaarbeek-Rooster_G,Schaerbeek-P.E.D._Schaarbeek-D.O.P.,0.5194131152395652
Schaerbeek-Cul_de_sac_814_Schaarbeek-Doodspoor_814,Schaerbeek-Gril_G_Schaarbeek-Rooster_G,1.0526041757861753
Schaerbeek-Gril_G_Schaarbeek-Rooster_G,Schaerbeek-Groupe_G_Schaarbeek-Groep_G,0.39846514775328595
Schaerbeek-Gril_G_Schaarbeek-Rooster_G,Y.Schaerbeek-Groupe_G_Y.Schaarbeek-Groep_G,0.6993057718481109
Schaerbeek-Gril_G_Schaarbeek-Rooster_G,Schaerbeek-Sas_K/C_Schaarbeek-Sas_K/C,0.508876101733398
Bruxelles-Nord-Gril_F_Brussel-Noord-Rooster_F,Y.Josaphat_Y.Josaphat,0.9594484723763772
Bruxelles-Nord-Gril_F_Brussel-Noord-Rooster_F,Y.Pont-de-la-Senne_Y.Zennebrug,0.9292870656103711
Bruxelles-Nord-Gril_F_Brussel-Noord-Rooster_F,Bruxelles-Nord_Brussel-Noord,0.7616069403076662
Y.Josaphat_Y.Josaphat,Y.Pont-de-la-Senne_Y.Zennebrug,0.8638844983788411
Rogier_Rogier,Y.Josaphat_Y.Josaphat,1.4936117589076883
Alken,Hasselt,5.526548134825539
Hasselt,Hasselt-Bundel_E,1.1034922345138936
Hasselt,Hasselt-L.C.I.,1.3303729788512724
Hasselt,Hasselt-Rooster_S,1.2609659568401468
Hasselt,Y.Noord_Driehoek_Hasselt,1.4404045831975787
Hasselt,Hasselt-T.W.,1.5033685767191667
Diepenbeek,Hasselt,6.670533806406693
Hasselt,Hasselt-Carwash,1.013961828462109
Antwerpen-D.S.-Angola,Antwerpen-D.S.-Wilmarsdonk,1.1586097173859784
Noorderkempen,Y.Luchtbal,18.564990073217135
Antwerpen-Luchtbal,Y.Luchtbal,1.1255749164675484
Antwerpen-Noorderdokken,Y.Luchtbal,0.9008980941070939
Lijn_4-Stopmerkborden_249x,Noorderkempen,14.921711178517644
Lijn_50A-Seinen_342,Lijn_50A-Seinen_394,3.499339880873752
Lijn_50A-Seinen_292,Lijn_50A-Seinen_342,6.773865783495326
Lijn_50A-Seinen_394,Y.Meulewijk,3.1411154841906876
Antwerpen-Noorderdokken,Luchtbal-Rooster_S,0.3473084378839212
Antwerpen-Luchtbal,Antwerpen-Noorderdokken,2.0216648077894885
Luchtbal-Rooster_S,Luchtbal-Wijkbundel,0.7171543417019915
Luchtbal-Rooster_S,Y.Driehoekstraat,2.4215869472159777
Ekeren,Luchtbal-Rooster_S,1.4202470551247635
Heist-op-den-Berg,Melkouwen,3.592858189468571
Berlaar,Melkouwen,3.08766577720082
Bruxelles-Chapelle_Brussel-Kapellekerk,Bruxelles-Midi-Gril_JNM_Brussel-Zuid-Rooster_NZV,0.5412513137646731
Leuven,Leuven-Bundel_P,0.5172056210397409
Leuven,Y.Leuven-Bundel_M,1.5889504878849958
Leuven,Leuven-Bundel_I,1.0187496298381835
Hoegaarden,Leuven,20.227491855225857
Leuven,Leuven-Bundel_F,0.9779543739248923
Leuven,Leuven-Bundel_Q,0.5875523974638177
Leuven,Y.Molenbeek,1.8568636663230025
Leuven,Leuven-EBP_sporen_471/472,0.5790943879724256
Leuven,Y.Tivoli,0.9723448510146537
Leuven,Leuven-Bundel_M,1.0184835093420335
Leuven,Y.Parkbrug,1.5725267678183268
Herent,Leuven,3.9449015519277686
Leuven-Bundel_P,Y.Tivoli,0.47278736610039507
Balen-Werkplaatsen,Lommel,4.561557709686998
Balen-Werkplaatsen,Verb.Sibelco,4.052981429797361
Balen-Werkplaatsen,Mol,9.260410980542446
Lommel,Overpelt,7.853538708845587
Glons,Y.Glons,0.2296439782268099
Glons,Liers,6.190034524335209
Verb.Hessenatie-Autotransport,Y.Glons,4.101829159764391
Bassenge,Y.Glons,5.516426438267471
Antwerpen-Centraal,Antwerpen-Luchtbal,2.980460196504767
Antwerpen-Centraal,Y.Arendstraat,1.244520012091898
Antwerpen-Centraal,Y.Antwerpen-Oost,1.4625703223003963
Antwerpen-Dam,Antwerpen-Luchtbal,1.314288187085505
Genval,Rixensart,2.143511391043497
Genval,La_Hulpe,1.7390914469060488
Profondsart,Rixensart,2.273548957074913
Leuven-DSP153,Y.Leuven-Bundel_M,0.0494069508062973
Leuven-Bundel_I,Y.Leuven-Bundel_M,0.58346119879333
Y.Holsbeek,Y.Leuven-Bundel_M,1.325797676157415
Leuven-Bundel_M,Y.Leuven-Bundel_M,0.5715590439679307
Y.Leuven-Bundel_M,Y.Wilsele,0.88829833852121
Y.Dijlebrug,Y.Leuven-Bundel_M,1.2289488207052623
Verb.ACS2,Y.Meestoof,0.5683490333218905
Verb.ACS,Verb.ACS2,0.30168850844984285
Verb.Kanaaldok_B1-Bayer,Y.Meestoof,0.2655696239481122
Y.Diegem,Y.Harenheide_Y.Harenheide,0.9711744805826599
Haren_Haren,Y.Harenheide_Y.Harenheide,0.11794180694323951
Y.Harenheide_Y.Harenheide,Y.Keelbeek_Y.Keelbeek,0.7180984710887268
Haren-Sud_Haren-Zuid,Y.Diegem,1.3853605203416626
Ligne_36/1-Voie_059_Lijn_36/1-Spoor_059,Y.Diegem,0.6809885993625099
Diegem,Y.Diegem,0.5384154747559684
Ecaussinnes,Marche-lez-Ecaussinnes,2.3070835287611993
Ecaussinnes,Y.Ecaussinnes,3.212725764095343
Marche-lez-Ecaussinnes,Y.Feluy,1.2058826101541027
Diksmuide,Kortemark,12.248184853922083
Kortemark,Lichtervelde,5.807813865253901
Diksmuide,Veurne,14.658843860800712
Forest-Carwash_Vorst-Carwash,Forest-TGV-TO97XD_Vorst-HST-TO97XD,0.011542161820737662
Libramont,Y.du_Serpont,1.3740277691650649
Hatrival,Y.du_Serpont,7.782394887868183
Y.Recogne,Y.du_Serpont,0.9208672008831464
Libramont,Y.Recogne,1.4932233240695754
Botzelaer,Montzen-Gril_Q,4.66748128328748
Montzen-Gril_Q,Welkenraedt,6.523134731346085
Aachen_West_Grenze,Botzelaer,1.0268173304538613
Botzelaer,Montzen-Frontiere,1.0268173304538613
Y.Bruxelles-Petite-Ile_Y.Brussel-Klein-Eiland,Y.Cureghem_Y.Kuregem,0.9527500055400449
Anderlecht-Gril_Est_Anderlecht-Rooster_Oost,Y.Bruxelles-Petite-Ile_Y.Brussel-Klein-Eiland,1.6558299365685114
Bruxelles-Petite-Ile-Faisc.F_Brussel-Klein-Eiland-Bundel_F,Y.Bruxelles-Petite-Ile_Y.Brussel-Klein-Eiland,0.5512023408407069
Bruxelles-Petite-Ile-Carwash_Brussel-Klein-Eiland-Carwash,Y.Bruxelles-Petite-Ile_Y.Brussel-Klein-Eiland,0.06893787384343489
Kruisschansbrug,Verb.ACS,0.4208615036548827
Kruisschansbrug,Verb.Total,0.7350921101013964
Nameche,Sclaigneaux,3.1328780550383977
Muizen-Goederen,Y.Muizen,1.1937159562470494
Rhisnes,Rhisnes-Sas,0.20097804784039044
Rhisnes-Sas,Saint-Denis-Bovesse,3.2291572897085516
Namur,Rhisnes,5.422406969598703
Ans,Racc.Bierset-Zone_Fret,1.7383696163655067
Bierset-Awans,Racc.Bierset-Zone_Fret,1.7384136794482228
Ans,Ans-Plans,1.552812473119476
Ans,Pousset,15.186790887515524
Blaton,Harchies,3.560740554129489
Harchies,Ville-Pommeroeul,2.6471915167934568
Blaton,Peruwelz,5.275484507858201
Y.Otterbeek,Y.Sint-Katelijne-Waver,1.6417047601765364
Y.Koestraat,Y.Steenland,1.0333072717360834
Y.Kruipin,Y.Steenland,0.5292056481347855
Antwerpen-W.H.-B.Kallo,Y.Steenland,1.4871263885286203
Y.Hazop,Y.Koestraat,1.9129161724650348
Antwerpen-W.H.-B.Zuid,Y.Koestraat,0.8269813510289817
Verb.Van_Moer,Y.Koestraat,0.5458287333044972
Chatelet,Racc.Aperam,1.4097542163120687
Chatelet,Chatelet-Gril_Ouest,0.46604251477498987
Wondelgem-Bundel,Wondelgem-Inrit_Bundel,0.2913055307731273
Y.Boudewijnkanaal,Y.Ter_Doest,1.5092070677935836
Lissewege,Y.Ter_Doest,1.147795297087263
Y.Dudzele,Y.Ter_Doest,2.454035810302721
Y.Boudewijnkanaal,Y.Dudzele,1.410950138985558
Jemeppe-Froidmont,Mazy,6.065243473736712
Chapelle-Dieu,Mazy,5.1940771200275915
Jemeppe-Froidmont,Jemeppe-sur-Sambre,1.0170876193795744
Jemeppe-Froidmont,Racc.Moustier-Solvay_2,0.5612152576467362
Leupegem-Seinen_SL9-TL9,Oudenaarde,2.4523886006545337
Oudenaarde,Sint-Denijs-Boekel,7.3408549588536305
Anzegem,Oudenaarde,7.876622037701269
Athus,Athus-Longeau,0.9209279701006071
Athus-Longeau,Messancy,2.678889347172506
Athus-Faisceau_A,Athus-Longeau,0.5281026341192882
Athus,Athus-Faisceau_A,0.3966941400420189
Athus,Y.Aubange,1.067858946827857
Athus,Y.Athus-Nord,1.018376822388761
Antwerpen-Noord-Toegang_11L/1,Antwerpen-Noord-Uitrit_B3,0.4608292595889671
Antwerpen-Noord-Toegang_11L/1,Antwerpen-Noord-Toegang_A1,1.2167857481835989
Antwerpen-Noord-Blok_L9,Antwerpen-Noord-Toegang_11L/1,0.7747557343216185
Antwerpen-Nd-Bl.9-Rooster_D/E,Antwerpen-Noord-Toegang_11L/1,0.6762586248436797
Antwerpen-Noord-Uitrit_B3,Y.Schijn,1.0271675121292636
Antwerpen-Noord-Bundel_B3,Antwerpen-Noord-Uitrit_B3,0.5884562798705478
Antwerpen-Noord-Inrit_T.W.,Antwerpen-Noord-Uitrit_B3,0.5319871404659288
Erquelinnes,Erquelinnes-Frontiere,0.35233748264693027
Erquelinnes,Frontière FR-BE (Jeumont - Erquelines),0.35233748264693027
Erquelinnes,Erquelinnes-Village,1.3279080930300118
Aalst,Lede,4.86726461264327
Aalst,Aalst-Kerrebroek,1.1309182349759408
Aalst,Aalst-Oost,1.0395748326110665
Lede,Serskamp,2.338895661189265
Tielen,Y.Kruisberg,7.201936671391241
Herentals,Y.Kruisberg,0.8471703609238509
Tielen,Turnhout,9.669075939427994
Erquelinnes-Village,Solre-sur-Sambre,2.028467665998261
Verb.IVC,Y.Ekersedijk,1.4313075010947138
Y.Ekersedijk,Y.Muisbroek,0.8584799891595448
Antwerpen-Nd-Temp-Perron-B.9.,Antwerpen-Noord-Bl.9-Rooster_J,0.15287308399764316
Antwerpen-Noord-Bl.9-Rooster_J,Y.Muisbroek,0.2971653282053006
Landen,Neerwinden,3.531827469831221
Ezemaal,Neerwinden,3.096887419509048
Landen,Waremme,13.30727034270731
Antwerpen-Noord-Toegang_A1,Y.Schijn,0.27114176010940033
Y.Driehoekstraat,Y.Schijn,0.8551119179751389
Verb.ADPO,Y.Kruipin,0.28618557640377806
Verb.Van_Moer,Y.Kruipin,0.5333542877692775
Verb.ADPO,Y.Den_Beer,1.3458016079236996
VERB.Taminco,Wondelgem-SAS636,0.2184114996760849
Wondelgem-SAS636,Y.Zuid_Everstein,0.6246833435386238
Y.Muisbroek,Y.Oorderen,1.1917979044649567
Antwerpen-Noord-Bundel_D,Y.Muisbroek,0.8119923093448229
Y.Kruiske,Y.Oorderen,0.5709934165240921
Y.Oorderen,Y.Ordam,0.6437311198225046
Lijn_50A-Seinen_B135/A148,Lijn_50A-Seinen_BX82/A84,5.869183931541497
Anderlecht-Gril_Ouest_Anderlecht-Rooster_West,Lijn_50A-Seinen_BX82/A84,3.54040635072297
Lijn_50A-Seinen_B135/A148,Y.Sint-Katherina-Lombeek,3.6940647624237077
Coo,Trois-Ponts,2.517348097494796
Coo,Stoumont,8.417299842594469
Trois-Ponts,Vielsalm,10.380420919016043
Godinne,Lustin,2.3774898429753892
Jambes,Lustin,9.371364620027556
Godinne,Yvoir,3.1813924516006287
Antwerpen-Oost,Y.Antwerpen-Oost,0.24191989617616566
Y.Antwerpen-Oost,Y.Oost_Berchem,0.4607158399952427
Antwerpen-Berchem-LCI,Y.Antwerpen-Oost,0.10800967879056433
Y.Antwerpen-Oost,Y.Noord_Berchem,0.4558723167382494
Antwerpen-Oost,Y.Antwerpen-Schijnpoort,1.4038002639545781
Schulen,Schulen-Sas,0.163105225069747
Schulen,Y.Diest,9.392638390462025
Boitsfort_Bosvoorde,Watermael_Watermaal,1.7913117787553887
Etterbeek_Etterbeek,Watermael_Watermaal,1.4478877910461756
Boitsfort_Bosvoorde,Groenendaal,4.2863522918436825
Y.Laeken_Y.Laken,Y.Pont-de-la-Senne_Y.Zennebrug,0.8563094717239417
Labuissiere,Solre-sur-Sambre,2.036361514826249
Jemeppe-sur-Sambre,Jemeppe-sur-Sambre-Marchandise,0.4765627958742222
Ham-sur-Sambre,Jemeppe-sur-Sambre,0.7591229215259786
Kinkempois-Relais,Y.Renory,1.0349349549335252
Kinkempois-Reception,Y.Renory,0.5988897105678671
Renory_1,Y.Renory,0.5460086575847173
Ougree,Y.Renory,1.4767223437296193
Aubange-Frontiere-France,Y.Mont-Saint-Martin,1.090493480998358
Frontière FR-BE (Longwy - Aubange),Y.Mont-Saint-Martin,1.090493480998358
Y.Athus-Sud,Y.Mont-Saint-Martin,0.26540405734487515
Y.Aubange,Y.Mont-Saint-Martin,0.2204630856412131
Hony,Mery,1.293861745852046
Esneux,Hony,1.1921403816054938
B.Krommenhoek-Uitrit_J,Y.Arenberg,1.4775351429729477
Antwerpen-D.S.-Groenland,Y.Alaska,1.329304629741347
Antwerpen-D.S.-Groenland,Y.Oosterweel,1.2220941839770787
Antwerpen-D.S.-West-Siberie,Y.Alaska,0.7939983068636045
Antwerpen-D.S.-Alaska,Y.Alaska,0.9377638707970063
Y.Alaska,Y.Oosterweel,0.8477114324858726
Y.Alaska,Y.Amerika,0.22869025183855093
Callenelle,Peruwelz,4.895264254389476
Messancy,Y.Autelbas,5.702885685427851
Jemappes,Quaregnon,2.1196125298412976
Jemappes,Mons,4.0507175744112045
Quaregnon,Y.Criquelion,1.0894583911172049
Charleroi-A.T.,Couillet,1.1475940696079607
Charleroi-Central,Couillet,2.5418125425296196
Charleroi-Dry_Port,Couillet,1.9594528257594475
Chatelet-Gril_Ouest,Couillet,3.7129706935208246
Charleroi-A.T.,Charleroi-Central,1.5016783979645094
Schaerbeek-A.T./E._Schaarbeek-T.W./E.,Schaerbeek-Faisceau_V_Schaarbeek-Bundel_V,0.5651531917013619
Schaerbeek-Faisceau_V_Schaarbeek-Bundel_V,Y.Schaerbeek-Carwash_Y.Schaarbeek-Carwash,1.1048909996972873
Y.Berneau,Y.Longchamps,0.528009305440149
Vise,Y.Longchamps,1.248941664696609
Vise-Haut,Y.Longchamps,0.6627214907973509
Vise-Haut,Y.Berneau,0.9180869276285042
Sint-Martens-Voeren,Y.Berneau,7.367818288781638
Koksijde,Veurne,1.2142614009291215
Koksijde,Y.Koksijde,0.7638891803834543
Braine-le-Comte,Y.Ecaussinnes,2.342184785404698
Braine-le-Comte,Y.Soignies,2.570506968762012
Braine-le-Comte,Hennuyeres-Garage,5.393432006811531
Courbe_de_Soignies-PN_63,Y.Ecaussinnes,0.5504471409242254
Lijn_10-Rooster_G/H,Lijn_10-Seinen_KL/LL,3.188908965261268
Forchies,Y.Forchies,0.980070736363163
Pieton,Y.Forchies,1.5137704639340714
Lier-Rooster_D/E,Y.Lint,4.952631887439358
Y.Drabstraat,Y.Liersesteenweg,0.9373906586893581
Mortsel-Liersesteenweg,Y.Liersesteenweg,0.23942673733524925
Y.Krijgsbaan,Y.Liersesteenweg,1.006653990388393
Y.Aubry,Y.Drabstraat,1.0720025512748341
Mortsel,Y.Drabstraat,1.2206626864191308
Verb.Exxon_Chemicals,Verb.Ivarem,3.071792907503576
Kwatrecht,Wetteren,3.579679732958455
Schellebelle,Wetteren,2.768698990700589
Kwatrecht,Y.Melle,2.5617716688105068
Gavere-Asper,Zingem,2.4284680930207942
Eke-Nazareth,Gavere-Asper,3.5442331779080933
Comines,Wervik,3.530663328272783
Menen,Wervik,5.089605511855404
Comines,Ieper,11.99779731179347
Ronet-Gril_R,Salzinnes-A.C.,1.021900725910338
Ronet-Formation,Ronet-Gril_R,0.7358867261523512
Ronet-C.L.I.,Ronet-Gril_R,0.5212288788169809
Ronet-Gril_R,Y.Ronet,0.13543806352548043
Mont-Saint-Guibert,Y.Louvain-la-Neuve,2.453394947273997
Louvain-la-Neuve,Y.Louvain-la-Neuve,2.9006391626500068
Ottignies,Y.Louvain-la-Neuve,2.4068309341560146
Blanmont,Mont-Saint-Guibert,2.6784488254362957
Geel,Mol,9.06316808352307
Geel,Olen,6.093425326093542
Balen,Mol,4.339752379080015
Clabecq,Clabecq-Marchandises,2.130322618948212
Clabecq,Tubize,0.6634142333030328
Clabecq,Lembeek,2.325580086816285
Fontaine-Valmont,Lobbes-Garage,4.35459925491449
Fontaine-Valmont,Labuissiere,1.8515850218824528
Verb.ITC_Rubis,Y.Arenberg,0.07548755891211623
Y.Arenberg,Y.Spaans_Fort,2.04579869650676
Verb.ITC_Rubis,Y.Spaans_Fort,2.1179092294080952
Lissewege,Zeebrugge-Rooster_F,0.5621311121424576
Antwerpen-W.H.-A.E.T.,Y.Antwerp_Euro_Terminal,0.910848110316257
Y.Antwerp_Euro_Terminal,Y.Verrebroek,0.9550756391037089
Verb.Tabaksnatie,Y.Antwerp_Euro_Terminal,0.3460060308441001
Y.Antwerp_Euro_Terminal,Y.Haandorp,0.8635853939113556
Flemalle-Haute,Y.Borgnet,0.94722692860123
Y.Borgnet,Y.Leman,0.36247736583382817
Flemalle-Annexe,Y.Borgnet,0.30635199103723376
Flemalle-Haute,Leman,0.928194077342269
Aigremont-Block_8.7,Flemalle-Haute,2.3177835832689646
Antwerpen-Nd-Temp-Perron-B.9.,Antwerpen-Noord-Uitrit_C1,0.35935766305747247
Charleroi-Central,Y.Nord,1.6374496990158574
Charleroi-Central,Charleroi-Faisceau_A,0.6451668283201978
Charleroi-Central,Charleroi-Faisceau_C,0.45184221663181307
Charleroi-Central,Charleroi-Ouest,0.6282617748688121
Antwerpen-D.S.-West-Siberie,Y.Oosterweel,0.8866408281081273
Y.Ford,Y.Oosterweel,0.7576524535502273
Y.Oosterweel,Y.Wilmarsdonkbrug,0.7205149722770793
FMVSL-Inrit-Disteel,VERB.Disteel,0.050379789787955855
Evergem-Sluis,FMVSL-Inrit-Disteel,0.8179629446623562
FMVSL-Inrit-Disteel,Y.Zuid_Everstein,2.088113896249207
Bakenbos,La_Hulpe,1.3942102442795103
Bakenbos,Hoeilaart,1.850291400110199
Schendelbeke,Y.Nederboelare,2.5137338765114463
Idegem,Schendelbeke,1.6224431582476975
Geraardsbergen,Y.Nederboelare,1.1460266621355093
Herstal,Liege-Saint-Lambert,3.811743906841247
Liege-Carre,Liege-Saint-Lambert,1.1010737929322476
Herstal,Milmort,4.008444005952294
Eppegem,Y.Weerde,2.2299194753102514
Eppegem,Weerde,2.296267321955447
Eppegem,Vilvoorde,4.151348071332732
Hofstade,Y.Weerde,2.330765068590037
Weerde,Y.Weerde,0.12210994189272523
Boechout,Lier-Rooster_C/G,5.462092922499764
Weerde,Y.Abeelstraat,3.0858738642719024
Mechelen,Weerde,4.556047509555207
Mechelen,Y.Abeelstraat,1.4929832395199951
Y.Abeelstraat,Y.Machelen-Noord,9.812385768310689
Verb.Halterman,Verb.Lanxess,2.2001164864035423
Antwerpen-D.S.-Berendrecht,Y.Berendrecht,1.1082837759233104
Antwerpen-D.S.-Berendrecht,Y.Noord_Driehoek_Lillo,1.9053315649113745
Y.Berendrecht,Y.Stabroek,0.3067330080207119
Antwerpen-D.S.-Zandvliet,Y.Berendrecht,1.9446542425223132
Gent-Rooster_Snepbrug,Gent-Sint-Pieters-Bundel_B,0.42704440517328984
Gent-Rooster_Snepbrug,Y.Assels,1.244362478301414
Callenelle,Maubray,3.0872660342339877
Maubray,Y.Maubray,1.2614773911992208
Cureghem-Cul_de_Sac_Kuregem-Doodspoor,Y.Cureghem_Y.Kuregem,0.2849740694451157
Bruxelles-Ouest_Brussel-West,Y.Cureghem_Y.Kuregem,2.2404479407045383
Y.Cureghem_Y.Kuregem,Y.Forest-Est_Y.Vorst-Oost,0.7996413439938823
Bruxelles-Petite-Ile-Faisc.F_Brussel-Klein-Eiland-Bundel_F,Y.Cureghem_Y.Kuregem,0.40903303852948864
Chatelet-Gasoil,Chatelet-Gril_Ouest,0.6050426680210541
Charleroi-Dry_Port,Chatelet-Gril_Ouest,1.7620744700876871
Bierset-Awans,Y.Voroux,0.6874498930717139
Etterbeek_Etterbeek,Y.Boondael_Y.Boondaal,1.3249568909015697
Etterbeek_Etterbeek,Germoir_Mouterij,1.3609341232698822
Bruxelles-Luxembourg_Brussel-Luxemburg,Etterbeek_Etterbeek,2.2725980868234017
Etterbeek_Etterbeek,Y.Etterbeek_Y.Etterbeek,1.0001622726976462
Y.Boondael_Y.Boondaal,Y.Watermael_Y.Watermaal,0.4827323416430459
Arcades_Arcaden,Y.Boondael_Y.Boondaal,0.12526595724848816
Charleroi-Faisceau_A,Marcinelle,0.35438270197297417
Charleroi-Ouest,Marcinelle,0.8087378526227675
Marcinelle,Y.Nord,0.649500661426681
Bruxelles-Luxembourg_Brussel-Luxemburg,Bruxelles-Schuman_Brussel-Schuman,0.6217617010795982
Bruxelles-Schuman_Brussel-Schuman,Y.Cinquantenaire_Y.Jubelpark,1.413931674000528
Bruxelles-Schuman_Brussel-Schuman,Rogier_Rogier,1.7406581580448353
Bruxelles-Luxembourg_Brussel-Luxemburg,Germoir_Mouterij,0.9350887141821436
Ronet-Formation,Y.Flawinne,0.705818688195396
Ronet-Formation,Ronet-P.E.,0.2437279031804638
Ronet,Ronet-Formation,0.5425383394107619
Flawinne,Y.Flawinne,0.445933690779952
Ronet,Y.Flawinne,1.1668379730291085
Y.Farnese-Oost,Y.Farnese-Zuid,0.35740239459452017
Y.Den_Beer,Y.Farnese-Zuid,0.8102615537575756
Lijn_208-Kruising_lijn_211,Y.Farnese-Zuid,0.3226467991911399
Verb.Kallo_Storage,Y.Farnese-Oost,1.1450059515430597
Y.Farnese-Oost,Y.Ketenis-Oost,0.3873890875292245
Geel-Containerterminal,Verb.B.P._Chembel,4.241890974285028
Geel-Containerterminal,Lijn_207-Seinen_AWL207,8.797007044117114
Verb.B.P._Chembel,Verb.Ivarem,1.44869105328338
Antwerpen-W.H.-B.Liefkenshoek,Verb.Nova_Natie,0.6729856689365578
Antwerpen-W.H.-B.Liefkenshoek,Y.Geslecht-Zuid,0.5154769571751262
Antwerpen-W.H.-B.Liefkenshoek,Y.Ketenis-West,0.5839984414465939
Verb.Nova_Natie,Verb.Shipit,0.5611652135195536
Boechout,Y.Aubry,1.5741576605197227
Y.Aubry,Y.Krijgsbaan,1.0750919387412168
Lauwe,Lauwe-L.A.R.,0.8586858771721069
Lauwe,Mouscron,5.728411623337294
Kortrijk-Ringlaan,Lauwe,2.962975309328627
Erpe-Mere,Vijfhuizen,2.163830980443715
Aalst-Kerrebroek,Vijfhuizen,3.0027117617221397
Bambrugge,Erpe-Mere,2.4901472522725188
Merelbeke,Y.Melle-West,2.343664074276456
Merelbeke-Rooster_S,Y.Melle-West,1.938145848919151
Melle,Y.Melle-West,0.6182848573063782
Melle-T.W.,Y.Melle-West,1.1323347603195488
Merelbeke,Merelbeke-Rooster_S,0.40751109945906305
Wondelgem-Inrit_Bundel,Wondelgem-Wiedauwkaaibrug,1.2749448954829186
Antwerpen-Kiel-Rooster_I/J,Antwerpen-Zuid,1.4247777629787148
Antwerpen-Zuid,Y.Antwerpen-Zuid,0.29416818370578174
Antwerpen-Linkeroever,Antwerpen-Zuid,3.7713892046379915
Familleureux,Y.Feluy,2.6483471501371314
Feluy-Zoning,Y.Feluy,1.762672137687963
Feluy-Cul_de_Sac,Y.Feluy,0.037001271502816756
Evergem-Inrit_Bundel_Zandeken,L219-Rooster_Ringspoor,1.4005499997661872
L219-Rooster_Ringspoor,Verb.Stukwerkers1,0.9490158364750338
Antwerpen-Noord-Blok_M9-N9,Antwerpen-Noord-C.H.W.,0.6783811294723323
Antwerpen-Noord-Blok_10,Antwerpen-Noord-C.H.W.,0.5941881543027282
Antwerpen-Noord-Blok_M9-N9,Antwerpen-Noord-Bundel_B1,0.7069247297871403
Antwerpen-Noord-Blok_M9-N9,Antwerpen-Noord-Toegang_A2,0.14759897452855097
Antwerpen-Noord-Blok_L9,Antwerpen-Noord-Blok_M9-N9,1.42108844031147
Antwerpen-Noord-Blok_M9-N9,Antwerpen-Noord-Bundel_B2,0.6589737493204293
Antwerpen-Noord-Blok_10,Antwerpen-Noord-Blok_M9-N9,1.2608523217798069
Y.Arendstraat,Y.Noord_Berchem,0.5829172999170269
Gent-Dampoort,Gentbrugge,2.2691891500799657
Gentbrugge,Y.Noord_Driehoek_Ledeberg,0.8996771861043763
Gent-Dampoort,Y.Boma,0.3251873192086134
Gent-Dampoort,Gent-Zeehaven,1.0486142135335577
Gent-Dampoort,Y.Bernadettestraat,2.395609962399756
Aubange-Frontiere-Luxembourg,Y.Athus-Sud,0.10515447523555793
Rodange_frontiere_B_Aub,Y.Athus-Sud,0.10515447523555793
Y.Athus-Nord,Y.Athus-Sud,0.26710216964372585
Y.Athus-Sud,Y.Aubange,0.47710694428091394
Drongen,Y.Assels,1.5129768288216379
Langdorp,Y.Oost_Driehoek_Aarschot,1.602211006478686
Langdorp,Testelt,5.816359483833483
Schaerbeek-Quai_C.P.I_Schaarbeek-Perron_P.C.I.,Y.Schaerbeek-Groupe_G_Y.Schaarbeek-Groep_G,1.6090620451821556
Bilzen,Bilzen-Wijkspoor,0.32862543228262925
Bilzen,Tongeren,9.718339231135536
Bilzen-Wijkspoor,Y.Rooierweg,0.794740729069526
Y.Antwerpen-Schijnpoort,Y.Holland,1.4970969332452935
Antwerpen-Schijnpoort-Carwash,Y.Antwerpen-Schijnpoort,0.6576720867607209
Antwerpen-Schijnpoort-Bundel_Q,Y.Antwerpen-Schijnpoort,0.5653600173123232
Antwerpen-Schijnpoort-Carwash,Y.Holland,0.9085708201201986
Antwerpen-Dam,Y.Holland,0.6395803646761127
Antwerpen-Schijnpoort-Bundel_Q,Y.Holland,1.0398908408337082
Hatrival,Poix-Saint-Hubert,3.8383721867651364
Lijn_10-Seinen_KL/LL,Y.Walenhoek,7.206388759417696
Lijn_11/1-Kruising_lijn_223,Y.Walenhoek,0.399776672816654
Antwerpen-Noord-Toegang_A2,Y.Walenhoek,1.8087821063343066
Antwerpen-Noord-Blok_10,Y.Walenhoek,0.8315235997147954
Y.Stabroek,Y.Walenhoek,1.2609761616310908
Lembeek,Tubize,2.831444945356933
Halle,Lembeek,2.3744741407918815
Hennuyeres,Tubize,4.9901276909916605
Quenast,Tubize,3.1403733069412003
Antwerpen-Noord-Blok_10,Antwerpen-Noord-Bundel_B1,0.555728337542137
Genk-Zuid-LO-Inrit_Noord_FORD,Y.Kaatsbeek,0.34886211089094926
Genk-Zuid-LO-Inrit_Noord_FORD,Y.Termien,1.7446885963855414
Genk-Zuid-L.O.-Ford,Genk-Zuid-LO-Inrit_Noord_FORD,1.1816043246735601
Genk-Zuid-LO-Inrit_Zuid_FORD,Y.Kaatsbeek,1.3432970828667918
Genk-Zuid-L.O.-L232,Y.Kaatsbeek,1.1751513938831157
Brugge-Rooster_E,Oostkamp,4.088888436799581
